number,text,numberInSurah,surah_number,surah_name,englishName,englishNameTranslation,revelationType,UrduTranslation,UrduTafseer,EnglishTranslation,Englishtafseer,SindhiTranslation,SindhiTafseer,HindiTranslation,HindiTafseer,PushtoTransation,PushtoTafseer
2154,وَرَبَطْنَا عَلَىٰ قُلُوبِهِمْ إِذْ قَامُوا۟ فَقَالُوا۟ رَبُّنَا رَبُّ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ لَن نَّدْعُوَا۟ مِن دُونِهِۦٓ إِلَٰهًۭا ۖ لَّقَدْ قُلْنَآ إِذًۭا شَطَطًا,14,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-14- Urdu Translation: ,18-14- Urdu Tafseer: ,18-14- English Translation: ,18-14- English Tafseer: ,18-14- Sindhi Translation: ,18-14- Sindhi Tafseer:,18-14- Hindi Translation: ,18-14- Hindi Tafseer: ,18-14- Pushto Translation: ,18-14- Pushto Tafseer: 
2155,هَٰٓؤُلَآءِ قَوْمُنَا ٱتَّخَذُوا۟ مِن دُونِهِۦٓ ءَالِهَةًۭ ۖ لَّوْلَا يَأْتُونَ عَلَيْهِم بِسُلْطَٰنٍۭ بَيِّنٍۢ ۖ فَمَنْ أَظْلَمُ مِمَّنِ ٱفْتَرَىٰ عَلَى ٱللَّهِ كَذِبًۭا,15,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-15- Urdu Translation: ,18-15- Urdu Tafseer: ,18-15- English Translation: ,18-15- English Tafseer: ,18-15- Sindhi Translation: ,18-15- Sindhi Tafseer:,18-15- Hindi Translation: ,18-15- Hindi Tafseer: ,18-15- Pushto Translation: ,18-15- Pushto Tafseer: 
2156,وَإِذِ ٱعْتَزَلْتُمُوهُمْ وَمَا يَعْبُدُونَ إِلَّا ٱللَّهَ فَأْوُۥٓا۟ إِلَى ٱلْكَهْفِ يَنشُرْ لَكُمْ رَبُّكُم مِّن رَّحْمَتِهِۦ وَيُهَيِّئْ لَكُم مِّنْ أَمْرِكُم مِّرْفَقًۭا,16,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-16- Urdu Translation: ,18-16- Urdu Tafseer: ,18-16- English Translation: ,18-16- English Tafseer: ,18-16- Sindhi Translation: ,18-16- Sindhi Tafseer:,18-16- Hindi Translation: ,18-16- Hindi Tafseer: ,18-16- Pushto Translation: ,18-16- Pushto Tafseer: 
2157,۞ وَتَرَى ٱلشَّمْسَ إِذَا طَلَعَت تَّزَٰوَرُ عَن كَهْفِهِمْ ذَاتَ ٱلْيَمِينِ وَإِذَا غَرَبَت تَّقْرِضُهُمْ ذَاتَ ٱلشِّمَالِ وَهُمْ فِى فَجْوَةٍۢ مِّنْهُ ۚ ذَٰلِكَ مِنْ ءَايَٰتِ ٱللَّهِ ۗ مَن يَهْدِ ٱللَّهُ فَهُوَ ٱلْمُهْتَدِ ۖ وَمَن يُضْلِلْ فَلَن تَجِدَ لَهُۥ وَلِيًّۭا مُّرْشِدًۭا,17,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-17- Urdu Translation: ,18-17- Urdu Tafseer: ,18-17- English Translation: ,18-17- English Tafseer: ,18-17- Sindhi Translation: ,18-17- Sindhi Tafseer:,18-17- Hindi Translation: ,18-17- Hindi Tafseer: ,18-17- Pushto Translation: ,18-17- Pushto Tafseer: 
2158,وَتَحْسَبُهُمْ أَيْقَاظًۭا وَهُمْ رُقُودٌۭ ۚ وَنُقَلِّبُهُمْ ذَاتَ ٱلْيَمِينِ وَذَاتَ ٱلشِّمَالِ ۖ وَكَلْبُهُم بَٰسِطٌۭ ذِرَاعَيْهِ بِٱلْوَصِيدِ ۚ لَوِ ٱطَّلَعْتَ عَلَيْهِمْ لَوَلَّيْتَ مِنْهُمْ فِرَارًۭا وَلَمُلِئْتَ مِنْهُمْ رُعْبًۭا,18,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-18- Urdu Translation: ,18-18- Urdu Tafseer: ,18-18- English Translation: ,18-18- English Tafseer: ,18-18- Sindhi Translation: ,18-18- Sindhi Tafseer:,18-18- Hindi Translation: ,18-18- Hindi Tafseer: ,18-18- Pushto Translation: ,18-18- Pushto Tafseer: 
2159,وَكَذَٰلِكَ بَعَثْنَٰهُمْ لِيَتَسَآءَلُوا۟ بَيْنَهُمْ ۚ قَالَ قَآئِلٌۭ مِّنْهُمْ كَمْ لَبِثْتُمْ ۖ قَالُوا۟ لَبِثْنَا يَوْمًا أَوْ بَعْضَ يَوْمٍۢ ۚ قَالُوا۟ رَبُّكُمْ أَعْلَمُ بِمَا لَبِثْتُمْ فَٱبْعَثُوٓا۟ أَحَدَكُم بِوَرِقِكُمْ هَٰذِهِۦٓ إِلَى ٱلْمَدِينَةِ فَلْيَنظُرْ أَيُّهَآ أَزْكَىٰ طَعَامًۭا فَلْيَأْتِكُم بِرِزْقٍۢ مِّنْهُ وَلْيَتَلَطَّفْ وَلَا يُشْعِرَنَّ بِكُمْ أَحَدًا,19,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-19- Urdu Translation: ,18-19- Urdu Tafseer: ,18-19- English Translation: ,18-19- English Tafseer: ,18-19- Sindhi Translation: ,18-19- Sindhi Tafseer:,18-19- Hindi Translation: ,18-19- Hindi Tafseer: ,18-19- Pushto Translation: ,18-19- Pushto Tafseer: 
2160,إِنَّهُمْ إِن يَظْهَرُوا۟ عَلَيْكُمْ يَرْجُمُوكُمْ أَوْ يُعِيدُوكُمْ فِى مِلَّتِهِمْ وَلَن تُفْلِحُوٓا۟ إِذًا أَبَدًۭا,20,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-20- Urdu Translation: ,18-20- Urdu Tafseer: ,18-20- English Translation: ,18-20- English Tafseer: ,18-20- Sindhi Translation: ,18-20- Sindhi Tafseer:,18-20- Hindi Translation: ,18-20- Hindi Tafseer: ,18-20- Pushto Translation: ,18-20- Pushto Tafseer: 
2161,وَكَذَٰلِكَ أَعْثَرْنَا عَلَيْهِمْ لِيَعْلَمُوٓا۟ أَنَّ وَعْدَ ٱللَّهِ حَقٌّۭ وَأَنَّ ٱلسَّاعَةَ لَا رَيْبَ فِيهَآ إِذْ يَتَنَٰزَعُونَ بَيْنَهُمْ أَمْرَهُمْ ۖ فَقَالُوا۟ ٱبْنُوا۟ عَلَيْهِم بُنْيَٰنًۭا ۖ رَّبُّهُمْ أَعْلَمُ بِهِمْ ۚ قَالَ ٱلَّذِينَ غَلَبُوا۟ عَلَىٰٓ أَمْرِهِمْ لَنَتَّخِذَنَّ عَلَيْهِم مَّسْجِدًۭا,21,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-21- Urdu Translation: ,18-21- Urdu Tafseer: ,18-21- English Translation: ,18-21- English Tafseer: ,18-21- Sindhi Translation: ,18-21- Sindhi Tafseer:,18-21- Hindi Translation: ,18-21- Hindi Tafseer: ,18-21- Pushto Translation: ,18-21- Pushto Tafseer: 
2162,سَيَقُولُونَ ثَلَٰثَةٌۭ رَّابِعُهُمْ كَلْبُهُمْ وَيَقُولُونَ خَمْسَةٌۭ سَادِسُهُمْ كَلْبُهُمْ رَجْمًۢا بِٱلْغَيْبِ ۖ وَيَقُولُونَ سَبْعَةٌۭ وَثَامِنُهُمْ كَلْبُهُمْ ۚ قُل رَّبِّىٓ أَعْلَمُ بِعِدَّتِهِم مَّا يَعْلَمُهُمْ إِلَّا قَلِيلٌۭ ۗ فَلَا تُمَارِ فِيهِمْ إِلَّا مِرَآءًۭ ظَٰهِرًۭا وَلَا تَسْتَفْتِ فِيهِم مِّنْهُمْ أَحَدًۭا,22,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-22- Urdu Translation: ,18-22- Urdu Tafseer: ,18-22- English Translation: ,18-22- English Tafseer: ,18-22- Sindhi Translation: ,18-22- Sindhi Tafseer:,18-22- Hindi Translation: ,18-22- Hindi Tafseer: ,18-22- Pushto Translation: ,18-22- Pushto Tafseer: 
2163,وَلَا تَقُولَنَّ لِشَا۟ىْءٍ إِنِّى فَاعِلٌۭ ذَٰلِكَ غَدًا,23,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-23- Urdu Translation: ,18-23- Urdu Tafseer: ,18-23- English Translation: ,18-23- English Tafseer: ,18-23- Sindhi Translation: ,18-23- Sindhi Tafseer:,18-23- Hindi Translation: ,18-23- Hindi Tafseer: ,18-23- Pushto Translation: ,18-23- Pushto Tafseer: 
2164,إِلَّآ أَن يَشَآءَ ٱللَّهُ ۚ وَٱذْكُر رَّبَّكَ إِذَا نَسِيتَ وَقُلْ عَسَىٰٓ أَن يَهْدِيَنِ رَبِّى لِأَقْرَبَ مِنْ هَٰذَا رَشَدًۭا,24,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-24- Urdu Translation: ,18-24- Urdu Tafseer: ,18-24- English Translation: ,18-24- English Tafseer: ,18-24- Sindhi Translation: ,18-24- Sindhi Tafseer:,18-24- Hindi Translation: ,18-24- Hindi Tafseer: ,18-24- Pushto Translation: ,18-24- Pushto Tafseer: 
2165,وَلَبِثُوا۟ فِى كَهْفِهِمْ ثَلَٰثَ مِا۟ئَةٍۢ سِنِينَ وَٱزْدَادُوا۟ تِسْعًۭا,25,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-25- Urdu Translation: ,18-25- Urdu Tafseer: ,18-25- English Translation: ,18-25- English Tafseer: ,18-25- Sindhi Translation: ,18-25- Sindhi Tafseer:,18-25- Hindi Translation: ,18-25- Hindi Tafseer: ,18-25- Pushto Translation: ,18-25- Pushto Tafseer: 
2166,قُلِ ٱللَّهُ أَعْلَمُ بِمَا لَبِثُوا۟ ۖ لَهُۥ غَيْبُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ ۖ أَبْصِرْ بِهِۦ وَأَسْمِعْ ۚ مَا لَهُم مِّن دُونِهِۦ مِن وَلِىٍّۢ وَلَا يُشْرِكُ فِى حُكْمِهِۦٓ أَحَدًۭا,26,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-26- Urdu Translation: ,18-26- Urdu Tafseer: ,18-26- English Translation: ,18-26- English Tafseer: ,18-26- Sindhi Translation: ,18-26- Sindhi Tafseer:,18-26- Hindi Translation: ,18-26- Hindi Tafseer: ,18-26- Pushto Translation: ,18-26- Pushto Tafseer: 
2167,وَٱتْلُ مَآ أُوحِىَ إِلَيْكَ مِن كِتَابِ رَبِّكَ ۖ لَا مُبَدِّلَ لِكَلِمَٰتِهِۦ وَلَن تَجِدَ مِن دُونِهِۦ مُلْتَحَدًۭا,27,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-27- Urdu Translation: ,18-27- Urdu Tafseer: ,18-27- English Translation: ,18-27- English Tafseer: ,18-27- Sindhi Translation: ,18-27- Sindhi Tafseer:,18-27- Hindi Translation: ,18-27- Hindi Tafseer: ,18-27- Pushto Translation: ,18-27- Pushto Tafseer: 
2168,وَٱصْبِرْ نَفْسَكَ مَعَ ٱلَّذِينَ يَدْعُونَ رَبَّهُم بِٱلْغَدَوٰةِ وَٱلْعَشِىِّ يُرِيدُونَ وَجْهَهُۥ ۖ وَلَا تَعْدُ عَيْنَاكَ عَنْهُمْ تُرِيدُ زِينَةَ ٱلْحَيَوٰةِ ٱلدُّنْيَا ۖ وَلَا تُطِعْ مَنْ أَغْفَلْنَا قَلْبَهُۥ عَن ذِكْرِنَا وَٱتَّبَعَ هَوَىٰهُ وَكَانَ أَمْرُهُۥ فُرُطًۭا,28,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-28- Urdu Translation: ,18-28- Urdu Tafseer: ,18-28- English Translation: ,18-28- English Tafseer: ,18-28- Sindhi Translation: ,18-28- Sindhi Tafseer:,18-28- Hindi Translation: ,18-28- Hindi Tafseer: ,18-28- Pushto Translation: ,18-28- Pushto Tafseer: 
2169,وَقُلِ ٱلْحَقُّ مِن رَّبِّكُمْ ۖ فَمَن شَآءَ فَلْيُؤْمِن وَمَن شَآءَ فَلْيَكْفُرْ ۚ إِنَّآ أَعْتَدْنَا لِلظَّٰلِمِينَ نَارًا أَحَاطَ بِهِمْ سُرَادِقُهَا ۚ وَإِن يَسْتَغِيثُوا۟ يُغَاثُوا۟ بِمَآءٍۢ كَٱلْمُهْلِ يَشْوِى ٱلْوُجُوهَ ۚ بِئْسَ ٱلشَّرَابُ وَسَآءَتْ مُرْتَفَقًا,29,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-29- Urdu Translation: ,18-29- Urdu Tafseer: ,18-29- English Translation: ,18-29- English Tafseer: ,18-29- Sindhi Translation: ,18-29- Sindhi Tafseer:,18-29- Hindi Translation: ,18-29- Hindi Tafseer: ,18-29- Pushto Translation: ,18-29- Pushto Tafseer: 
2170,إِنَّ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ إِنَّا لَا نُضِيعُ أَجْرَ مَنْ أَحْسَنَ عَمَلًا,30,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-30- Urdu Translation: ,18-30- Urdu Tafseer: ,18-30- English Translation: ,18-30- English Tafseer: ,18-30- Sindhi Translation: ,18-30- Sindhi Tafseer:,18-30- Hindi Translation: ,18-30- Hindi Tafseer: ,18-30- Pushto Translation: ,18-30- Pushto Tafseer: 
2171,أُو۟لَٰٓئِكَ لَهُمْ جَنَّٰتُ عَدْنٍۢ تَجْرِى مِن تَحْتِهِمُ ٱلْأَنْهَٰرُ يُحَلَّوْنَ فِيهَا مِنْ أَسَاوِرَ مِن ذَهَبٍۢ وَيَلْبَسُونَ ثِيَابًا خُضْرًۭا مِّن سُندُسٍۢ وَإِسْتَبْرَقٍۢ مُّتَّكِـِٔينَ فِيهَا عَلَى ٱلْأَرَآئِكِ ۚ نِعْمَ ٱلثَّوَابُ وَحَسُنَتْ مُرْتَفَقًۭا,31,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-31- Urdu Translation: ,18-31- Urdu Tafseer: ,18-31- English Translation: ,18-31- English Tafseer: ,18-31- Sindhi Translation: ,18-31- Sindhi Tafseer:,18-31- Hindi Translation: ,18-31- Hindi Tafseer: ,18-31- Pushto Translation: ,18-31- Pushto Tafseer: 
2172,۞ وَٱضْرِبْ لَهُم مَّثَلًۭا رَّجُلَيْنِ جَعَلْنَا لِأَحَدِهِمَا جَنَّتَيْنِ مِنْ أَعْنَٰبٍۢ وَحَفَفْنَٰهُمَا بِنَخْلٍۢ وَجَعَلْنَا بَيْنَهُمَا زَرْعًۭا,32,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-32- Urdu Translation: ,18-32- Urdu Tafseer: ,18-32- English Translation: ,18-32- English Tafseer: ,18-32- Sindhi Translation: ,18-32- Sindhi Tafseer:,18-32- Hindi Translation: ,18-32- Hindi Tafseer: ,18-32- Pushto Translation: ,18-32- Pushto Tafseer: 
2173,كِلْتَا ٱلْجَنَّتَيْنِ ءَاتَتْ أُكُلَهَا وَلَمْ تَظْلِم مِّنْهُ شَيْـًۭٔا ۚ وَفَجَّرْنَا خِلَٰلَهُمَا نَهَرًۭا,33,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-33- Urdu Translation: ,18-33- Urdu Tafseer: ,18-33- English Translation: ,18-33- English Tafseer: ,18-33- Sindhi Translation: ,18-33- Sindhi Tafseer:,18-33- Hindi Translation: ,18-33- Hindi Tafseer: ,18-33- Pushto Translation: ,18-33- Pushto Tafseer: 
2174,وَكَانَ لَهُۥ ثَمَرٌۭ فَقَالَ لِصَٰحِبِهِۦ وَهُوَ يُحَاوِرُهُۥٓ أَنَا۠ أَكْثَرُ مِنكَ مَالًۭا وَأَعَزُّ نَفَرًۭا,34,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-34- Urdu Translation: ,18-34- Urdu Tafseer: ,18-34- English Translation: ,18-34- English Tafseer: ,18-34- Sindhi Translation: ,18-34- Sindhi Tafseer:,18-34- Hindi Translation: ,18-34- Hindi Tafseer: ,18-34- Pushto Translation: ,18-34- Pushto Tafseer: 
2175,وَدَخَلَ جَنَّتَهُۥ وَهُوَ ظَالِمٌۭ لِّنَفْسِهِۦ قَالَ مَآ أَظُنُّ أَن تَبِيدَ هَٰذِهِۦٓ أَبَدًۭا,35,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-35- Urdu Translation: ,18-35- Urdu Tafseer: ,18-35- English Translation: ,18-35- English Tafseer: ,18-35- Sindhi Translation: ,18-35- Sindhi Tafseer:,18-35- Hindi Translation: ,18-35- Hindi Tafseer: ,18-35- Pushto Translation: ,18-35- Pushto Tafseer: 
2176,وَمَآ أَظُنُّ ٱلسَّاعَةَ قَآئِمَةًۭ وَلَئِن رُّدِدتُّ إِلَىٰ رَبِّى لَأَجِدَنَّ خَيْرًۭا مِّنْهَا مُنقَلَبًۭا,36,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-36- Urdu Translation: ,18-36- Urdu Tafseer: ,18-36- English Translation: ,18-36- English Tafseer: ,18-36- Sindhi Translation: ,18-36- Sindhi Tafseer:,18-36- Hindi Translation: ,18-36- Hindi Tafseer: ,18-36- Pushto Translation: ,18-36- Pushto Tafseer: 
2177,قَالَ لَهُۥ صَاحِبُهُۥ وَهُوَ يُحَاوِرُهُۥٓ أَكَفَرْتَ بِٱلَّذِى خَلَقَكَ مِن تُرَابٍۢ ثُمَّ مِن نُّطْفَةٍۢ ثُمَّ سَوَّىٰكَ رَجُلًۭا,37,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-37- Urdu Translation: ,18-37- Urdu Tafseer: ,18-37- English Translation: ,18-37- English Tafseer: ,18-37- Sindhi Translation: ,18-37- Sindhi Tafseer:,18-37- Hindi Translation: ,18-37- Hindi Tafseer: ,18-37- Pushto Translation: ,18-37- Pushto Tafseer: 
2178,لَّٰكِنَّا۠ هُوَ ٱللَّهُ رَبِّى وَلَآ أُشْرِكُ بِرَبِّىٓ أَحَدًۭا,38,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-38- Urdu Translation: ,18-38- Urdu Tafseer: ,18-38- English Translation: ,18-38- English Tafseer: ,18-38- Sindhi Translation: ,18-38- Sindhi Tafseer:,18-38- Hindi Translation: ,18-38- Hindi Tafseer: ,18-38- Pushto Translation: ,18-38- Pushto Tafseer: 
2179,وَلَوْلَآ إِذْ دَخَلْتَ جَنَّتَكَ قُلْتَ مَا شَآءَ ٱللَّهُ لَا قُوَّةَ إِلَّا بِٱللَّهِ ۚ إِن تَرَنِ أَنَا۠ أَقَلَّ مِنكَ مَالًۭا وَوَلَدًۭا,39,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-39- Urdu Translation: ,18-39- Urdu Tafseer: ,18-39- English Translation: ,18-39- English Tafseer: ,18-39- Sindhi Translation: ,18-39- Sindhi Tafseer:,18-39- Hindi Translation: ,18-39- Hindi Tafseer: ,18-39- Pushto Translation: ,18-39- Pushto Tafseer: 
2180,فَعَسَىٰ رَبِّىٓ أَن يُؤْتِيَنِ خَيْرًۭا مِّن جَنَّتِكَ وَيُرْسِلَ عَلَيْهَا حُسْبَانًۭا مِّنَ ٱلسَّمَآءِ فَتُصْبِحَ صَعِيدًۭا زَلَقًا,40,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-40- Urdu Translation: ,18-40- Urdu Tafseer: ,18-40- English Translation: ,18-40- English Tafseer: ,18-40- Sindhi Translation: ,18-40- Sindhi Tafseer:,18-40- Hindi Translation: ,18-40- Hindi Tafseer: ,18-40- Pushto Translation: ,18-40- Pushto Tafseer: 
2181,أَوْ يُصْبِحَ مَآؤُهَا غَوْرًۭا فَلَن تَسْتَطِيعَ لَهُۥ طَلَبًۭا,41,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-41- Urdu Translation: ,18-41- Urdu Tafseer: ,18-41- English Translation: ,18-41- English Tafseer: ,18-41- Sindhi Translation: ,18-41- Sindhi Tafseer:,18-41- Hindi Translation: ,18-41- Hindi Tafseer: ,18-41- Pushto Translation: ,18-41- Pushto Tafseer: 
2182,وَأُحِيطَ بِثَمَرِهِۦ فَأَصْبَحَ يُقَلِّبُ كَفَّيْهِ عَلَىٰ مَآ أَنفَقَ فِيهَا وَهِىَ خَاوِيَةٌ عَلَىٰ عُرُوشِهَا وَيَقُولُ يَٰلَيْتَنِى لَمْ أُشْرِكْ بِرَبِّىٓ أَحَدًۭا,42,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-42- Urdu Translation: ,18-42- Urdu Tafseer: ,18-42- English Translation: ,18-42- English Tafseer: ,18-42- Sindhi Translation: ,18-42- Sindhi Tafseer:,18-42- Hindi Translation: ,18-42- Hindi Tafseer: ,18-42- Pushto Translation: ,18-42- Pushto Tafseer: 
2183,وَلَمْ تَكُن لَّهُۥ فِئَةٌۭ يَنصُرُونَهُۥ مِن دُونِ ٱللَّهِ وَمَا كَانَ مُنتَصِرًا,43,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-43- Urdu Translation: ,18-43- Urdu Tafseer: ,18-43- English Translation: ,18-43- English Tafseer: ,18-43- Sindhi Translation: ,18-43- Sindhi Tafseer:,18-43- Hindi Translation: ,18-43- Hindi Tafseer: ,18-43- Pushto Translation: ,18-43- Pushto Tafseer: 
2184,هُنَالِكَ ٱلْوَلَٰيَةُ لِلَّهِ ٱلْحَقِّ ۚ هُوَ خَيْرٌۭ ثَوَابًۭا وَخَيْرٌ عُقْبًۭا,44,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-44- Urdu Translation: ,18-44- Urdu Tafseer: ,18-44- English Translation: ,18-44- English Tafseer: ,18-44- Sindhi Translation: ,18-44- Sindhi Tafseer:,18-44- Hindi Translation: ,18-44- Hindi Tafseer: ,18-44- Pushto Translation: ,18-44- Pushto Tafseer: 
2185,وَٱضْرِبْ لَهُم مَّثَلَ ٱلْحَيَوٰةِ ٱلدُّنْيَا كَمَآءٍ أَنزَلْنَٰهُ مِنَ ٱلسَّمَآءِ فَٱخْتَلَطَ بِهِۦ نَبَاتُ ٱلْأَرْضِ فَأَصْبَحَ هَشِيمًۭا تَذْرُوهُ ٱلرِّيَٰحُ ۗ وَكَانَ ٱللَّهُ عَلَىٰ كُلِّ شَىْءٍۢ مُّقْتَدِرًا,45,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-45- Urdu Translation: ,18-45- Urdu Tafseer: ,18-45- English Translation: ,18-45- English Tafseer: ,18-45- Sindhi Translation: ,18-45- Sindhi Tafseer:,18-45- Hindi Translation: ,18-45- Hindi Tafseer: ,18-45- Pushto Translation: ,18-45- Pushto Tafseer: 
2186,ٱلْمَالُ وَٱلْبَنُونَ زِينَةُ ٱلْحَيَوٰةِ ٱلدُّنْيَا ۖ وَٱلْبَٰقِيَٰتُ ٱلصَّٰلِحَٰتُ خَيْرٌ عِندَ رَبِّكَ ثَوَابًۭا وَخَيْرٌ أَمَلًۭا,46,18,سُورَةُ الكَهۡفِ,Al-Kahf,The Cave,Meccan,18-46- Urdu Translation: ,18-46- Urdu Tafseer: ,18-46- English Translation: ,18-46- English Tafseer: ,18-46- Sindhi Translation: ,18-46- Sindhi Tafseer:,18-46- Hindi Translation: ,18-46- Hindi Tafseer: ,18-46- Pushto Translation: ,18-46- Pushto Tafseer: 
